2024-05-26 14:54:37,Reva,17.35,overcast clouds
2024-05-26 14:55:32,Rewa,45.17,clear sky
2024-05-26 14:55:48,Singrauli,41.29,broken clouds
2024-05-26 14:56:11,Pune,36.18,scattered clouds
2024-05-26 14:56:56,Kapurthala Town,47.37,clear sky
